City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
343,Cravo Norte,CO,6.3017,-70.2041,77.79,65,86,5.64,overcast clouds
344,Cheremshanka,RU,56.1192,60.268,5.83,94,39,3.56,scattered clouds
345,Nagato,JP,34.3833,131.2,65.19,61,47,13.09,scattered clouds
346,Lixourion,GR,38.2019,20.4314,55.74,77,90,20.8,overcast clouds
347,Komsomolskiy,UZ,40.4272,71.7189,36.82,51,35,4.61,scattered clouds
348,Yulara,AU,-25.2406,130.9889,100.24,11,1,11.5,clear sky
349,Hervey Bay,AU,-25.2986,152.8535,87.04,62,3,8.01,clear sky
350,Naze,JP,28.3667,129.4833,70.72,58,77,7.52,broken clouds
351,Anadyr,RU,64.75,177.4833,-26.9,75,17,8.95,fog
352,Tecoanapa,MX,16.5167,-98.75,77.65,78,21,3.13,few clouds
353,Tabuk,PH,17.4189,121.4443,76.08,82,98,8.63,overcast clouds
354,Nanortalik,GL,60.1432,-45.2371,25.41,80,78,24.92,broken clouds
355,Kawalu,ID,-7.3817,108.2082,87.28,55,25,4.99,scattered clouds
356,Piacabucu,BR,-10.4056,-36.4344,77.77,80,1,11.3,clear sky
357,Khandbari,NP,27.3747,87.2039,62.69,47,1,1.88,clear sky
358,Rayong,TH,12.8333,101.4333,87.73,52,13,9.95,few clouds
359,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,36,0,16.11,clear sky
360,Shumskiy,RU,54.8318,99.1328,23.09,80,100,2.1,overcast clouds
361,Sitka,US,57.0531,-135.33,33.69,64,75,11.5,broken clouds
362,Honiara,SB,-9.4333,159.95,83.01,80,96,4.94,light rain
363,Husavik,IS,66.0449,-17.3389,40.91,78,93,22.28,overcast clouds
364,Villa Carlos Paz,AR,-31.4241,-64.4978,71.89,76,2,1.01,clear sky
365,Mayya,RU,61.7333,130.2811,-37.08,100,97,1.39,overcast clouds
366,The Valley,AI,18.217,-63.0578,80.46,74,0,24.65,clear sky
367,Ridgecrest,US,35.6225,-117.6709,42.42,33,1,8.05,clear sky
368,Kindu,CD,-2.95,25.95,70.54,99,100,2.37,light rain
369,Bilgoraj,PL,50.5411,22.722,33.37,93,100,6.73,overcast clouds
370,Ambon,ID,-3.6954,128.1814,89.74,58,40,10.36,scattered clouds
371,Xichang,CN,27.8964,102.2634,45.39,80,99,1.23,overcast clouds
372,Vila Do Maio,CV,15.1333,-23.2167,70.59,70,65,11.81,broken clouds
373,Nova Granada,BR,-20.5339,-49.3142,80.85,41,51,4.74,broken clouds
374,Guymon,US,36.6828,-101.4816,33.8,23,1,9.22,clear sky
375,Pangai,TO,-19.8,-174.35,84.31,65,40,8.05,scattered clouds
376,Ericeira,PT,38.9627,-9.4156,52.9,99,24,7.05,few clouds
377,Sakakah,SA,29.9697,40.2064,49.57,47,88,7.34,overcast clouds
378,Blackwater,AU,-23.5833,148.8833,91.51,30,8,4.79,clear sky
379,Thurso,GB,58.5927,-3.5259,44.55,82,100,14.03,overcast clouds
380,Tamale,GH,9.4008,-0.8393,75.69,23,88,2.21,overcast clouds
381,Buraydah,SA,26.326,43.975,45.05,48,54,4.41,broken clouds
382,Hami,CN,42.8,93.45,27.75,29,0,1.72,clear sky
383,Namibe,AO,-15.1961,12.1522,68.97,78,53,3.36,broken clouds
384,Nemuro,JP,43.3236,145.575,46.83,67,8,7.76,clear sky
385,Inhambane,MZ,-23.865,35.3833,78.39,85,80,9.04,broken clouds
386,Skibbereen,IE,51.55,-9.2667,55.2,94,100,19.04,overcast clouds
387,Broome,US,42.2506,-75.833,43.7,67,90,5.99,overcast clouds
388,Sovetskoye,RU,52.2861,85.4131,8.55,90,100,0.65,overcast clouds
389,Esperance,AU,-33.8667,121.9,66.04,66,97,20.29,overcast clouds
390,Belize,BZ,17.25,-88.75,80.24,98,40,1.79,scattered clouds
391,Mackenzie,CA,55.2999,-123.1698,19.62,93,90,5.75,overcast clouds
392,Barabai,ID,-2.5833,115.3833,79.81,84,98,3.09,overcast clouds
393,Lucea,JM,18.451,-78.1736,78.66,78,4,5.91,clear sky
394,Pittsfield,US,42.4501,-73.2454,56.73,87,90,3.0,light rain
395,Scottsbluff,US,41.8666,-103.6672,38.79,43,1,7.0,clear sky
396,Wufeng,CN,27.45,104.8333,32.59,98,100,3.29,overcast clouds
397,Aksarka,RU,66.5606,67.7975,-7.01,99,97,3.22,overcast clouds
398,Las Cruces,US,32.3123,-106.7783,47.28,41,1,1.99,clear sky
399,Jinchang,CN,38.4953,102.1739,29.91,31,0,5.41,clear sky
400,Changping,CN,40.2186,116.2197,35.24,19,0,11.83,clear sky
401,Fort Wellington,GY,6.4,-57.6,76.3,92,100,9.93,overcast clouds
402,Narok,KE,-1.0783,35.8601,54.68,82,44,3.42,scattered clouds
403,Krasnoselkup,RU,65.7,82.4667,-16.82,97,75,8.25,broken clouds
404,Namanga,KE,-2.5433,36.7905,62.28,90,16,6.08,few clouds
405,Taonan,CN,45.3333,122.7833,16.99,55,0,15.95,clear sky
406,Bonito,BR,-21.1211,-56.4819,75.49,73,76,5.46,broken clouds
407,Hobyo,SO,5.3505,48.5268,78.42,78,25,19.44,scattered clouds
408,Soure,BR,-0.7167,-48.5233,80.69,81,69,12.15,broken clouds
409,Ilhabela,BR,-23.7781,-45.3581,71.98,83,79,6.2,broken clouds
410,Wanning,CN,18.8003,110.3967,77.23,61,2,16.37,clear sky
411,Tetelzingo,MX,19.0667,-97.15,48.76,90,51,2.28,broken clouds
412,Malakal,SS,9.5334,31.6605,73.53,37,6,4.65,clear sky
413,Safford,US,32.834,-109.7076,49.12,49,1,5.75,clear sky
414,Namatanai,PG,-3.6667,152.4333,86.83,68,77,8.99,broken clouds
415,Lorengau,PG,-2.0226,147.2712,85.59,77,100,15.1,light rain
416,Deputatskiy,RU,69.3,139.9,-27.17,100,98,1.21,overcast clouds
417,Leshukonskoye,RU,64.8989,45.7622,12.43,87,100,7.25,overcast clouds
418,Fortuna,US,40.5982,-124.1573,48.36,72,90,3.0,moderate rain
419,Bell Ville,AR,-32.6259,-62.6887,71.69,60,0,7.14,clear sky
420,Iquique,CL,-20.2208,-70.1431,64.44,78,5,4.05,clear sky
421,Jamiltepec,MX,16.2833,-97.8167,69.24,91,15,2.82,few clouds
422,Taksimo,RU,56.3444,114.8794,-10.57,90,100,2.28,overcast clouds
423,Necochea,AR,-38.5473,-58.7368,70.03,83,79,10.96,broken clouds
424,Mugur-Aksy,RU,50.35,90.5,7.3,64,99,6.85,overcast clouds
425,Fort Saint James,CA,54.4333,-124.25,20.7,90,100,2.73,overcast clouds
426,Selenginsk,RU,52.0064,106.8647,1.81,72,91,9.1,overcast clouds
427,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,77,75,6.91,broken clouds
428,Jiazi,CN,22.8779,116.067,73.58,59,0,9.46,clear sky
429,Hay River,CA,60.8156,-115.7999,3.18,78,75,14.97,light snow
430,Okhotsk,RU,59.3833,143.3,2.71,79,100,15.26,overcast clouds
431,Novaya Igirma,RU,57.1334,103.9112,18.9,92,100,9.62,light snow
432,Porto Novo,BJ,6.4965,2.6036,82.22,83,70,4.56,broken clouds
433,Pimentel,PE,-6.8367,-79.9342,66.81,85,99,11.56,overcast clouds
434,Sinop,TR,41.7711,34.8709,48.4,61,100,12.84,overcast clouds
435,Talara,PE,-4.5772,-81.2719,67.24,88,100,11.34,overcast clouds
436,Thinadhoo,MV,0.5333,72.9333,80.65,77,40,8.03,scattered clouds
437,Bac Lieu,VN,9.285,105.7244,82.76,65,40,4.36,scattered clouds
438,Yumen,CN,40.2833,97.2,24.75,41,0,6.62,clear sky
439,Saint-Andre-Les-Vergers,FR,48.2853,4.0521,39.24,93,90,6.91,light intensity drizzle
440,Novoutkinsk,RU,56.993,59.5571,5.02,96,41,2.98,scattered clouds
441,Sistranda,NO,63.7256,8.834,37.9,68,91,8.34,overcast clouds
442,Erenhot,CN,43.6475,111.9767,15.94,42,1,14.27,clear sky
443,Korla,CN,41.7597,86.1469,24.15,65,6,2.42,clear sky
444,Blagoveshchenka,RU,52.8333,79.8667,12.6,92,100,3.42,overcast clouds
445,Batagay-Alyta,RU,67.8006,130.4114,-23.55,99,99,1.66,overcast clouds
446,Makushino,RU,55.2103,67.2442,2.25,96,6,5.95,clear sky
447,Tautira,PF,-17.7333,-149.15,84.22,70,44,6.96,scattered clouds
448,Mehamn,NO,71.0357,27.8492,27.3,82,100,7.25,overcast clouds
449,Ixtapa,MX,20.7,-105.2,67.55,73,95,2.66,overcast clouds
450,Kingsland,US,30.8,-81.6898,71.62,90,88,5.59,overcast clouds
451,Aksarayskiy,RU,46.7924,48.0119,24.75,70,4,7.65,clear sky
452,Saraland,US,30.8207,-88.0706,59.05,79,98,8.81,overcast clouds
453,Acarau,BR,-2.8856,-40.12,80.31,79,20,15.28,few clouds
454,Eureka,US,40.8021,-124.1637,48.63,82,100,8.99,moderate rain
455,Mufumbwe,ZM,-13.6833,24.8,66.02,50,94,4.81,overcast clouds
456,Manicaragua,CU,22.1494,-79.9736,72.05,97,14,2.86,few clouds
457,Lichtenburg,ZA,-26.152,26.1597,62.78,78,100,9.98,overcast clouds
458,Mandera,KE,3.9366,41.867,77.74,39,9,5.95,clear sky
459,Kasamwa,TZ,-2.85,32.4333,67.1,80,100,4.65,overcast clouds
460,Soeng Sang,TH,14.4264,102.4606,76.51,63,17,9.19,few clouds
461,Yerbogachen,RU,61.2767,108.0108,-4.86,96,100,5.99,light snow
462,Rio Branco,BR,-9.9747,-67.81,79.41,94,0,3.44,clear sky
463,Kitimat,CA,54.0524,-128.6534,31.91,32,98,2.06,snow
464,Zabol,AF,32.25,67.25,40.44,23,55,2.51,broken clouds
465,Vikulovo,RU,56.8167,70.6107,0.32,98,30,5.91,scattered clouds
466,Canakkale,TR,40.0833,26.8333,51.21,88,98,12.64,moderate rain
467,Dzhebariki-Khaya,RU,62.2167,135.8,-28.71,99,69,1.21,broken clouds
468,Dauphin,CA,51.1494,-100.0502,30.34,64,1,21.85,clear sky
469,Balikpapan,ID,-1.2675,116.8289,86.99,66,20,9.22,few clouds
470,Ziarat,PK,30.3823,67.7282,41.38,14,31,2.06,scattered clouds
471,Romblon,PH,12.5751,122.2708,80.53,82,100,13.98,light rain
472,Otradnoye,RU,59.7775,30.8181,25.56,91,100,7.25,overcast clouds
473,Elbistan,TR,38.2059,37.1983,35.89,84,19,1.12,few clouds
474,Lavrentiya,RU,65.5833,-171.0,-13.88,85,7,8.05,clear sky
475,Kidal,ML,18.4411,1.4078,65.98,12,75,10.51,broken clouds
476,Lewistown,US,40.5992,-77.5714,44.82,77,90,19.57,overcast clouds
477,Taoudenni,ML,22.6783,-3.9836,61.99,22,8,10.2,clear sky
478,Yelizovo,RU,53.1873,158.3805,35.74,69,75,11.18,light rain
479,Adrar,MR,20.5022,-10.0711,62.44,21,67,9.78,broken clouds
480,Fort Nelson,CA,58.8053,-122.7002,-2.61,84,40,8.05,scattered clouds
481,Ishim,RU,56.1128,69.4902,2.43,97,6,6.69,clear sky
482,Maniitsoq,GL,65.4167,-52.9,20.97,87,95,10.94,light snow
483,Japura,ID,-0.3167,102.35,77.09,92,100,0.76,overcast clouds
484,Qandala,SO,11.472,49.8728,76.59,73,21,7.14,light rain
485,Talcahuano,CL,-36.7167,-73.1167,55.08,88,20,4.61,few clouds
486,Shingu,JP,33.7333,135.9833,65.39,63,90,4.25,overcast clouds
487,Bataipora,BR,-22.2953,-53.2711,77.36,36,99,5.86,overcast clouds
488,Jieshi,CN,22.8134,115.8257,72.95,61,0,5.59,clear sky
489,Fare,PF,-16.7,-151.0167,81.3,68,88,7.34,overcast clouds
490,Nouadhibou,MR,20.931,-17.0347,66.42,50,47,14.79,scattered clouds
491,Dicabisagan,PH,17.0818,122.4157,76.01,88,100,9.8,overcast clouds
492,Alofi,NU,-19.0595,-169.9187,82.29,69,10,6.91,clear sky
493,Linares,CL,-35.85,-71.6,53.6,75,99,6.06,overcast clouds
494,West Bay,KY,19.3667,-81.4167,78.87,86,20,1.01,few clouds
495,Ranong,TH,9.9658,98.6348,84.13,64,35,9.82,scattered clouds
496,Kulhudhuffushi,MV,6.6221,73.07,82.2,73,64,8.68,broken clouds
497,Kodinsk,RU,58.6881,99.1844,7.34,98,92,3.47,overcast clouds
498,Hacari,CO,8.3233,-73.1489,62.04,96,92,2.28,overcast clouds
499,Tual,ID,-5.6667,132.75,83.34,78,92,14.36,overcast clouds
500,Nome,US,64.5011,-165.4064,-7.53,71,75,17.27,broken clouds
501,Astoria,US,46.1879,-123.8313,47.86,89,20,3.0,few clouds
502,Salto,UY,-31.3833,-57.9667,71.87,71,58,4.0,broken clouds
503,Andijon,UZ,40.7821,72.3442,38.48,27,61,6.4,broken clouds
504,Jiangkou,CN,25.4872,119.1986,66.09,66,83,13.56,broken clouds
505,Moindou,NC,-21.6924,165.677,82.35,65,100,3.78,overcast clouds
506,Birao,CF,10.2849,22.7882,67.96,27,92,6.96,overcast clouds
507,Kichera,RU,55.9375,110.0997,8.11,94,100,1.95,light snow
508,Vostok,RU,46.4856,135.8833,21.18,92,100,2.77,light snow
509,Krasnoarmeyskoye,RU,52.7182,50.0322,14.59,90,10,5.01,clear sky
510,Payson,US,40.0444,-111.7321,32.63,74,20,1.01,few clouds
511,Beitbridge,ZW,-22.2167,30.0,79.97,42,40,7.58,scattered clouds
512,Atbasar,KZ,51.8,68.3333,8.56,86,100,10.38,overcast clouds
513,Ulaangom,MN,49.9811,92.0667,2.66,92,97,1.88,overcast clouds
514,Sungaipenuh,ID,-2.0833,101.3833,78.1,64,93,1.54,overcast clouds
515,Bacabal,BR,-4.2917,-44.7917,75.51,94,72,5.48,broken clouds
516,Belaya Gora,RU,68.5333,146.4167,-32.24,89,100,2.19,overcast clouds
517,Koutiala,ML,12.3917,-5.4642,72.36,13,90,7.34,overcast clouds
518,Hirara,JP,24.8,125.2833,78.66,57,40,8.05,scattered clouds
519,Amahai,ID,-3.3333,128.9167,88.47,61,26,7.94,scattered clouds
520,Ewa Beach,US,21.3156,-158.0072,78.75,65,20,15.99,few clouds
521,Pitimbu,BR,-7.4706,-34.8086,79.39,72,2,10.13,clear sky
522,Stawell,AU,-37.05,142.7667,84.34,20,0,4.61,clear sky
523,Apiai,BR,-24.5094,-48.8425,65.03,58,100,2.44,overcast clouds
524,Smithers,CA,54.7804,-127.1743,21.52,79,75,4.61,broken clouds
525,Ust-Nera,RU,64.5667,143.2,-37.41,97,74,1.05,broken clouds
526,Tuytepa,UZ,41.0321,69.3625,39.54,39,33,3.06,scattered clouds
527,Falam,MM,22.9167,93.6833,63.54,57,6,3.42,clear sky
528,Hopkinsville,US,36.8656,-87.4886,35.64,68,36,4.29,scattered clouds
529,Petropavl,KZ,54.8753,69.1628,-0.42,85,0,6.71,clear sky
530,Qaqortoq,GL,60.7167,-46.0333,12.79,89,51,3.78,broken clouds
531,Dombarovskiy,RU,50.7587,59.5386,11.28,79,8,17.56,clear sky
532,Nizhniy Kuranakh,RU,58.8353,125.4869,-8.03,94,100,1.63,overcast clouds
533,Havoysund,NO,70.9963,24.6622,31.08,71,100,11.12,overcast clouds
534,Coos Bay,US,43.3665,-124.2179,49.98,96,90,12.66,overcast clouds
535,Muli,MV,2.9167,73.5667,79.32,82,100,20.6,overcast clouds
536,Poltava,UA,49.5937,34.5407,32.95,88,83,8.63,broken clouds
537,Golden,US,39.7555,-105.2211,38.98,41,80,8.01,broken clouds
538,Adre,TD,13.4667,22.2,65.39,22,18,11.92,few clouds
539,Feni,BD,23.0186,91.41,72.34,53,0,8.9,clear sky
540,Constitucion,CL,-35.3333,-72.4167,50.7,88,0,5.88,clear sky
541,Moose Factory,CA,51.2585,-80.6094,24.8,86,75,19.57,light snow
542,Hamilton,US,39.1834,-84.5333,35.98,79,1,1.99,clear sky
543,Pangnirtung,CA,66.1451,-65.7125,-11.58,81,5,4.47,clear sky
544,Ilulissat,GL,69.2167,-51.1,5.54,82,95,6.42,overcast clouds
545,Corinto,GR,37.9407,22.9573,58.68,71,32,11.86,scattered clouds
546,Devarkonda,IN,16.7,78.9333,76.53,70,11,7.87,few clouds
547,Pedasi,PA,7.5333,-80.0333,75.07,81,2,14.32,clear sky
548,Kalabo,ZM,-14.97,22.6814,71.2,63,100,2.91,overcast clouds
549,Tessalit,ML,20.1986,1.0114,63.77,13,0,8.5,clear sky
550,Westminster,US,39.8367,-105.0372,40.06,34,1,1.01,clear sky
551,Yangambi,CD,0.8102,24.4336,70.9,97,100,0.69,overcast clouds
552,Gbarnga,LR,6.9956,-9.4722,70.7,98,31,0.72,scattered clouds
553,Codrington,AU,-38.2667,141.9667,74.43,42,5,16.33,clear sky
554,Bathsheba,BB,13.2167,-59.5167,77.61,88,75,17.27,broken clouds
555,Ereymentau,KZ,51.6199,73.1033,9.41,96,100,7.2,overcast clouds
556,Bambous Virieux,MU,-20.3428,57.7575,82.22,69,20,11.5,few clouds
557,Bardiyah,LY,31.7561,25.0865,56.35,53,77,11.41,broken clouds
558,Lere,NG,10.387,8.5726,64.63,25,90,5.12,overcast clouds
559,Port Hedland,AU,-20.3167,118.5667,95.05,59,3,12.66,clear sky
560,Tarakan,ID,3.3,117.6333,80.1,89,75,8.05,light rain
561,Santa Cruz De La Palma,ES,28.6835,-17.7642,66.34,77,75,6.91,broken clouds
562,Nara,JP,34.6851,135.8049,63.97,49,68,9.78,broken clouds
563,Ferrol,ES,43.4832,-8.2369,53.67,91,70,5.32,broken clouds
564,Calatayud,ES,41.3535,-1.6432,52.38,87,2,4.72,clear sky
565,Thunder Bay,CA,48.4001,-89.3168,28.56,69,75,8.05,broken clouds
566,Nuuk,GL,64.1835,-51.7216,16.11,95,100,4.36,light snow
567,Maun,BW,-19.9833,23.4167,73.36,100,75,1.14,broken clouds
568,Lagoa,PT,39.05,-27.9833,61.14,67,100,19.37,overcast clouds
569,Coquimbo,CL,-29.9533,-71.3436,60.53,88,0,3.44,clear sky
570,Ancona,IT,43.55,13.1667,48.42,65,32,12.66,scattered clouds
571,Orangeburg,US,33.4918,-80.8557,62.62,83,100,12.19,moderate rain
572,Linden,GY,6.0,-58.3,75.34,99,100,2.53,overcast clouds
573,Palora,EC,-1.7,-77.9333,66.4,98,97,3.2,overcast clouds
574,Estepona,ES,36.4276,-5.1459,57.58,69,0,7.11,clear sky
575,Cockburn Town,TC,21.4612,-71.1419,80.47,67,0,21.47,clear sky
576,La Ronge,CA,55.1001,-105.2842,10.65,85,75,2.3,broken clouds
577,Muros,ES,42.7762,-9.0603,53.83,96,95,4.16,overcast clouds
578,Bonavista,CA,48.6499,-53.1147,37.11,90,100,10.22,overcast clouds
579,George,ZA,-33.963,22.4617,60.35,88,75,2.3,broken clouds
580,Mossendjo,CG,-2.9506,12.7261,70.03,99,100,3.67,moderate rain
581,Matagami,CA,49.7502,-77.6328,19.51,93,90,18.41,light snow
582,Cap-Aux-Meules,CA,47.3821,-61.8597,42.85,100,90,19.57,mist
583,Burnie,AU,-41.0667,145.9167,65.91,52,4,11.86,clear sky
584,Ayan,RU,56.45,138.1667,14.25,68,100,9.22,overcast clouds
585,Karwar,IN,14.8,74.1333,82.24,59,34,7.9,scattered clouds
586,Tsaratanana,MG,-16.7833,47.65,75.47,63,4,10.16,clear sky
587,Luwuk,ID,-0.9516,122.7875,87.24,72,90,1.1,light rain
588,Sassandra,CI,4.95,-6.0833,77.49,85,17,3.44,few clouds
589,Challans,FR,46.8436,-1.8749,53.51,87,71,6.11,broken clouds
590,Klaksvik,FO,62.2266,-6.589,45.52,80,86,27.54,overcast clouds
591,Barahona,DO,18.2085,-71.1008,75.65,80,0,0.92,clear sky
592,Tucuman,AR,-26.8241,-65.2226,75.2,83,0,6.91,clear sky
593,Wanlaweyn,SO,2.6185,44.8938,74.98,77,16,12.91,few clouds
594,Saint Andrews,US,34.0454,-81.1293,62.38,73,90,8.05,overcast clouds
595,Gogrial,SS,8.5332,28.1004,73.08,36,5,4.47,clear sky
596,Karratha,AU,-20.7377,116.8463,102.69,21,45,4.54,scattered clouds
597,Lerwick,GB,60.1545,-1.1494,46.4,77,71,19.26,broken clouds
598,Centerville,US,39.6284,-84.1594,34.65,83,1,1.99,clear sky
599,Pringsewu,ID,-5.3582,104.9744,87.48,59,92,3.69,overcast clouds
600,Riyadh,SA,24.6877,46.7219,48.34,41,11,4.16,few clouds
601,Bayir,TR,37.2687,28.2167,59.52,90,94,14.09,overcast clouds
602,Yecla,ES,38.6137,-1.1147,51.3,84,0,3.67,clear sky
603,Campbell River,CA,50.0163,-125.2446,36.93,95,40,3.44,scattered clouds
604,Wanaka,NZ,-44.7,169.15,61.97,58,71,3.56,broken clouds
605,Arroyo,ES,41.6096,-4.7969,46.44,86,90,4.61,fog
606,Sydney,AU,-33.8679,151.2073,75.54,62,25,4.0,scattered clouds
607,Witu,KE,-2.3889,40.4382,78.96,90,62,4.52,light rain
608,Katangli,RU,51.7102,143.2326,24.01,93,94,7.18,overcast clouds
609,Sochi,RU,43.6,39.7303,46.49,53,100,5.3,overcast clouds
610,Bentiu,SS,9.2333,29.8333,72.59,36,2,4.41,clear sky
611,Aspindza,GE,41.5739,43.2483,33.21,51,57,6.82,broken clouds
612,Mandalgovi,MN,45.7625,106.2708,13.19,50,2,15.86,clear sky
613,Lupiro,TZ,-8.3833,36.6667,72.91,92,87,2.55,overcast clouds
614,Si Sa Ket,TH,14.8333,104.3333,81.86,54,2,11.14,clear sky
615,Talca,CL,-35.4333,-71.6667,64.15,80,61,4.03,broken clouds
616,Sibu,MY,2.3,111.8167,86.31,79,40,1.99,scattered clouds
617,Rexburg,US,43.826,-111.7897,29.46,48,100,11.48,overcast clouds
618,Marzuq,YE,14.4,46.4667,56.48,49,0,3.24,clear sky
619,Linxia,CN,35.6003,103.2064,28.26,59,19,2.39,few clouds
620,Obigarm,TJ,38.7173,69.7088,36.0,25,0,5.55,clear sky
621,Chegutu,ZW,-18.1302,30.1407,68.88,52,43,7.54,scattered clouds
622,Raga,SS,8.4596,25.678,70.2,32,6,3.69,clear sky
623,Tshikapa,CD,-6.4167,20.8,70.14,97,100,0.67,overcast clouds
624,Lisakovsk,KZ,52.5369,62.4936,5.58,92,6,8.77,clear sky
625,Livingston,GB,55.9029,-3.5226,46.85,87,0,9.22,clear sky
626,Marystown,CA,47.1666,-55.1483,39.85,100,100,16.42,overcast clouds
627,Kaeo,NZ,-35.1,173.7833,75.33,91,94,4.38,overcast clouds
628,Pisco,PE,-13.7,-76.2167,64.45,88,0,12.66,clear sky
629,Ballina,AU,-28.8667,153.5667,80.78,66,40,14.97,scattered clouds
630,Tahta,EG,26.7693,31.5021,55.72,27,100,6.06,overcast clouds
631,Vanimo,PG,-2.6741,141.3028,85.68,68,100,5.55,overcast clouds
632,Mae Sot,TH,16.7167,98.5667,80.55,57,20,10.36,few clouds
633,Venado Tuerto,AR,-33.7456,-61.9688,70.77,46,56,6.35,broken clouds
634,Hangu,CN,39.2489,117.7892,33.84,20,0,12.77,clear sky
635,Omboue,GA,-1.5746,9.2618,75.0,95,100,5.55,light rain
636,Chhatarpur,IN,24.9,79.6,63.41,44,5,3.2,clear sky
637,Chandler,US,33.3062,-111.8412,56.66,47,1,1.01,clear sky
638,Licheng,CN,23.2955,113.8284,75.13,39,0,5.95,clear sky
639,Sucre,BO,-19.0333,-65.2627,57.97,83,84,4.56,broken clouds
640,Dickinson,US,29.4608,-95.0513,53.94,56,100,4.0,overcast clouds
641,Bud,US,39.447,-86.1758,34.21,80,0,8.61,clear sky
642,Kontagora,NG,10.3999,5.4695,70.47,21,90,5.06,overcast clouds
643,Noumea,NC,-22.2763,166.4572,87.01,99,99,12.44,light rain
644,Tomigusuku,JP,26.185,127.675,77.14,53,40,10.36,scattered clouds
645,Xuchang,CN,34.0167,113.8167,43.68,38,100,13.62,overcast clouds
646,Arica,CL,-18.475,-70.3042,66.43,72,0,4.61,clear sky
647,Simplicio Mendes,BR,-7.8539,-41.9103,76.39,67,100,4.7,overcast clouds
648,Northam,GB,51.0333,-4.2167,55.38,97,100,17.31,overcast clouds
649,San Carlos De Bariloche,AR,-41.1456,-71.3082,44.35,70,40,18.41,scattered clouds
650,Villa Union,MX,23.2,-106.2333,73.02,83,69,4.29,broken clouds
651,Szczytno,PL,53.5626,20.9875,24.73,100,90,3.44,fog
652,Batagay,RU,67.6333,134.6333,-25.42,100,100,0.98,overcast clouds
653,Half Moon Bay,US,37.4636,-122.4286,51.71,84,1,0.0,clear sky
654,Broken Hill,AU,-31.95,141.4333,85.71,14,0,8.05,clear sky
655,Santa Isabel,BR,-23.3156,-46.2214,74.66,77,50,3.56,scattered clouds
656,Awjilah,LY,29.1081,21.2869,54.7,51,34,8.32,scattered clouds
657,Antalaha,MG,-14.9003,50.2788,77.9,69,27,6.49,scattered clouds
658,Brae,GB,60.3964,-1.353,46.31,75,72,18.66,broken clouds
659,Kawerau,NZ,-38.1,176.7,69.39,100,100,2.24,light rain
660,Noyabrsk,RU,63.1994,75.4507,-11.15,99,57,9.75,broken clouds
661,Bassano,CA,50.7834,-112.4685,37.63,92,22,6.55,few clouds
662,River Falls,US,44.8614,-92.6238,24.67,83,10,10.83,clear sky
663,Jalu,LY,29.0331,21.5482,54.45,53,55,7.74,broken clouds
664,Newport,GB,51.5877,-2.9984,55.02,93,100,15.05,overcast clouds
665,Shahrud,IR,36.4182,54.9763,37.87,48,0,4.21,clear sky
666,Fernley,US,39.608,-119.2518,43.14,54,100,3.87,overcast clouds
667,Mangan,IN,27.5167,88.5333,66.78,31,0,5.32,clear sky
668,Muyezerskiy,RU,63.9333,31.65,24.48,95,100,6.87,overcast clouds
669,Ta Khmau,KH,11.4833,104.95,84.25,54,0,13.8,clear sky
670,Magadan,RU,59.5667,150.8,13.53,79,100,13.11,overcast clouds
671,Khandyga,RU,62.6667,135.6,-30.66,100,55,1.59,broken clouds
672,Harwich,GB,51.9419,1.2844,53.19,97,100,4.0,light rain
673,Rabo De Peixe,PT,37.8,-25.5833,64.27,95,20,16.11,few clouds
674,Mananjary,MG,-21.2167,48.3333,77.05,77,32,1.12,scattered clouds
675,Leningradskiy,RU,69.3833,178.4167,-31.34,94,33,5.88,scattered clouds
676,Grootfontein,NA,-19.5667,18.1167,67.33,75,100,4.38,moderate rain
677,Naryan-Mar,RU,67.6713,53.087,19.87,95,100,15.32,light snow
678,Dongning,CN,44.0622,131.1207,20.39,57,3,20.07,clear sky
679,Tortoli,IT,39.9256,9.6572,47.26,68,9,10.31,clear sky
680,Dodge City,US,37.7528,-100.0171,35.26,30,0,5.99,clear sky
681,Havre-Saint-Pierre,CA,50.2334,-63.5986,30.79,93,90,17.27,snow
682,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.21,99,100,2.21,overcast clouds
683,San Cristobal,VE,7.7669,-72.225,68.18,95,96,2.75,overcast clouds
684,Dunmore East,IE,52.1514,-6.9861,53.33,97,100,19.13,overcast clouds
685,Longyan,CN,25.1072,117.0225,73.35,47,8,4.16,clear sky
686,Tankara,IN,22.6667,70.7333,78.91,36,1,7.45,clear sky
687,Pouebo,NC,-20.4,164.5667,80.64,80,100,11.01,overcast clouds
688,Raudeberg,NO,61.9875,5.1352,41.2,77,100,7.0,overcast clouds
689,Sao Goncalo Do Amarante,BR,-3.6072,-38.9683,82.44,77,12,9.1,few clouds
690,Roebourne,AU,-20.7833,117.1333,101.88,24,49,8.77,scattered clouds
691,Mut,TR,36.6439,33.4389,51.21,59,43,4.0,scattered clouds
692,Aginskoye,RU,51.1,114.53,9.07,72,28,6.69,scattered clouds
693,Nanakuli,US,21.3906,-158.1547,78.75,68,75,5.75,broken clouds
694,Zhob,PK,31.3411,69.4481,50.22,22,58,0.45,broken clouds
